INSTANCE	ITERATION	MAXIMUM_CLIQUE	RUNTIME
benchmarks/C2000.5.clq	5	13	65.36312913894653
benchmarks/C2000.5.clq	6	13	71.71478199958801
benchmarks/C2000.5.clq	7	12	62.72682809829712
benchmarks/C2000.5.clq	8	11	56.34576082229614
benchmarks/C2000.5.clq	9	11	58.97858190536499
benchmarks/C2000.5.clq	10	13	54.055867195129395
benchmarks/C2000.5.clq	11	11	58.013877868652344
benchmarks/C2000.5.clq	12	13	60.588852405548096
benchmarks/C2000.5.clq	13	12	59.44346761703491
benchmarks/C2000.5.clq	14	11	57.84012484550476
benchmarks/C2000.5.clq	15	14	61.92883515357971
benchmarks/C2000.5.clq	16	11	58.5630087852478
benchmarks/C2000.5.clq	17	12	61.850523948669434
benchmarks/C2000.5.clq	18	12	63.52673101425171
benchmarks/C2000.5.clq	19	12	62.93152570724487
benchmarks/C2000.5.clq	20	12	54.98192501068115
benchmarks/C2000.5.clq	21	12	53.252864360809326
benchmarks/C2000.5.clq	22	11	56.38551068305969
benchmarks/C2000.5.clq	23	13	56.62244987487793
benchmarks/C2000.5.clq	24	13	55.57814884185791
benchmarks/C2000.5.clq	25	12	56.186813831329346
benchmarks/C2000.5.clq	26	13	57.12534141540527
benchmarks/C2000.5.clq	27	11	55.07975149154663
benchmarks/C2000.5.clq	28	14	57.89791822433472
benchmarks/C2000.5.clq	29	13	55.73293328285217
benchmarks/C2000.5.clq	30	12	53.15343451499939
benchmarks/C2000.5.clq	31	12	56.370429039001465
benchmarks/C2000.5.clq	32	12	54.16617250442505
benchmarks/C2000.5.clq	33	13	53.69119906425476
benchmarks/C2000.5.clq	34	11	54.57885766029358
benchmarks/C2000.5.clq	35	12	55.44398760795593
benchmarks/C2000.5.clq	36	12	54.99165058135986
benchmarks/C2000.5.clq	37	12	55.53105139732361
benchmarks/C2000.5.clq	38	13	56.77605986595154
benchmarks/C2000.5.clq	39	11	54.764440298080444
benchmarks/C2000.5.clq	40	13	59.42009353637695
benchmarks/C2000.5.clq	41	11	53.06544017791748
benchmarks/C2000.5.clq	42	12	54.56017255783081
benchmarks/C2000.5.clq	43	11	52.254708766937256
benchmarks/C2000.5.clq	44	11	53.05573320388794
benchmarks/C2000.5.clq	45	11	61.195512533187866
benchmarks/C2000.5.clq	46	12	69.02554821968079
benchmarks/C2000.5.clq	47	12	69.69739437103271
benchmarks/C2000.5.clq	48	12	69.94474124908447
benchmarks/C2000.5.clq	49	12	62.3335976600647
benchmarks/C2000.5.clq	50	13	63.829657554626465
benchmarks/C2000.5.clq	51	12	69.61445188522339
benchmarks/C2000.5.clq	52	13	65.27094554901123
benchmarks/C2000.5.clq	53	12	63.84133505821228
benchmarks/C2000.5.clq	54	12	62.79100751876831
benchmarks/C2000.5.clq	55	11	68.3761830329895
benchmarks/C2000.5.clq	56	12	72.31591606140137
benchmarks/C2000.5.clq	57	12	69.94176077842712
benchmarks/C2000.5.clq	58	14	69.00387501716614
benchmarks/C2000.5.clq	59	11	66.96052837371826
benchmarks/C2000.5.clq	60	12	60.90130591392517
benchmarks/C2000.5.clq	61	14	65.49792623519897
benchmarks/C2000.5.clq	62	13	64.83630180358887
benchmarks/C2000.5.clq	63	13	64.51316356658936
benchmarks/C2000.5.clq	64	13	65.42131614685059
benchmarks/C2000.5.clq	65	11	60.55376839637756
benchmarks/C2000.5.clq	66	12	63.026848554611206
benchmarks/C2000.5.clq	67	13	66.15648674964905
benchmarks/C2000.5.clq	68	12	65.76641726493835
benchmarks/C2000.5.clq	69	12	67.71528720855713
benchmarks/C2000.5.clq	70	12	61.16788101196289
benchmarks/C2000.5.clq	71	14	67.38961505889893
benchmarks/C2000.5.clq	72	12	65.07497310638428
benchmarks/C2000.5.clq	73	11	64.50178456306458
benchmarks/C2000.5.clq	74	12	66.63906812667847
benchmarks/C2000.5.clq	75	12	65.1931529045105
benchmarks/C2000.5.clq	76	11	64.34012818336487
benchmarks/C2000.5.clq	77	12	64.66943335533142
benchmarks/C2000.5.clq	78	13	66.1450834274292
benchmarks/C2000.5.clq	79	12	66.09628057479858
benchmarks/C2000.5.clq	80	13	67.84548687934875
benchmarks/C2000.5.clq	81	12	67.89908719062805
benchmarks/C2000.5.clq	82	13	65.04208135604858
benchmarks/C2000.5.clq	83	13	68.00989389419556
benchmarks/C2000.5.clq	84	12	67.95306444168091
benchmarks/C2000.5.clq	85	12	68.76813650131226
benchmarks/C2000.5.clq	86	12	65.30406308174133
benchmarks/C2000.5.clq	87	13	64.24753284454346
benchmarks/C2000.5.clq	88	12	59.23236560821533
benchmarks/C2000.5.clq	89	11	61.63657808303833
benchmarks/C2000.5.clq	90	12	64.16235208511353
benchmarks/C2000.5.clq	91	13	68.83421897888184
benchmarks/C2000.5.clq	92	13	69.4485194683075
benchmarks/C2000.5.clq	93	13	63.854137897491455
benchmarks/C2000.5.clq	94	12	58.959367990493774
benchmarks/C2000.5.clq	95	13	60.319454193115234
benchmarks/C2000.5.clq	96	11	60.38072967529297
benchmarks/C2000.5.clq	97	12	66.39733147621155
benchmarks/C2000.5.clq	98	12	68.35755610466003
benchmarks/C2000.5.clq	99	13	67.07322359085083
benchmarks/C2000.5.clq	100	11	59.938379526138306
benchmarks/C2000.9.clq	1	55	470.0553276538849
benchmarks/C2000.9.clq	2	62	483.4272322654724
benchmarks/C2000.9.clq	3	58	477.75732803344727
benchmarks/C2000.9.clq	4	60	528.4919011592865
benchmarks/C2000.9.clq	5	63	540.9581582546234
benchmarks/C2000.9.clq	6	57	456.0767557621002
benchmarks/C2000.9.clq	7	62	489.22622656822205
benchmarks/C2000.9.clq	8	56	486.9029948711395
benchmarks/C2000.9.clq	9	60	498.4728043079376
benchmarks/C2000.9.clq	10	59	461.60126519203186
benchmarks/C2000.9.clq	11	56	462.0986211299896
benchmarks/C2000.9.clq	12	57	533.3295986652374
benchmarks/C2000.9.clq	13	62	619.4240810871124
benchmarks/C2000.9.clq	14	60	555.1254425048828
benchmarks/C2000.9.clq	15	59	500.4812755584717
benchmarks/C2000.9.clq	16	58	487.7878680229187
benchmarks/C2000.9.clq	17	56	456.9708411693573
